Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Transcript length (including UTRs and CDS),Gene % GC content,Gene type
ENSMUSG00000050966,4,133730641,133746152,-1,484,48.65,protein_coding
ENSMUSG00000050966,4,133730641,133746152,-1,478,48.65,protein_coding
ENSMUSG00000024049,17,71309628,71433851,1,2212,43.34,protein_coding
ENSMUSG00000024049,17,71309628,71433851,1,5648,43.34,protein_coding
ENSMUSG00000024049,17,71309628,71433851,1,5316,43.34,protein_coding
ENSMUSG00000024049,17,71309628,71433851,1,5354,43.34,protein_coding
ENSMUSG00000047720,6,129299127,129308759,-1,1582,40.95,protein_coding
ENSMUSG00000047720,6,129299127,129308759,-1,574,40.95,protein_coding
ENSMUSG00000049410,4,133781149,133786307,1,1471,52.96,protein_coding
ENSMUSG00000031278,X,141100989,141173531,-1,5137,38.88,protein_coding
ENSMUSG00000031278,X,141100989,141173531,-1,4959,38.88,protein_coding
ENSMUSG00000031278,X,141100989,141173531,-1,4956,38.88,protein_coding
ENSMUSG00000031278,X,141100989,141173531,-1,5280,38.88,protein_coding
ENSMUSG00000028707,4,115772316,115797123,-1,5799,49.20,protein_coding
ENSMUSG00000028707,4,115772316,115797123,-1,4017,49.20,protein_coding
ENSMUSG00000028707,4,115772316,115797123,-1,4031,49.20,protein_coding
ENSMUSG00000044636,15,100377451,100393369,-1,4375,49.72,protein_coding
ENSMUSG00000053063,6,129319654,129342266,1,819,38.96,protein_coding
ENSMUSG00000053063,6,129319654,129342266,1,2502,38.96,protein_coding
ENSMUSG00000056313,8,24927196,24929000,-1,1805,43.32,protein_coding
ENSMUSG00000059323,15,76510202,76524158,-1,743,53.12,protein_coding
ENSMUSG00000059323,15,76510202,76524158,-1,4235,53.12,protein_coding
ENSMUSG00000059323,15,76510202,76524158,-1,471,53.12,protein_coding
ENSMUSG00000027752,3,54636099,54642814,-1,1300,46.10,protein_coding
ENSMUSG00000027752,3,54636099,54642814,-1,412,46.10,protein_coding
ENSMUSG00000054594,7,3612812,3619156,-1,1823,47.39,protein_coding
ENSMUSG00000054594,7,3612812,3619156,-1,1829,47.39,protein_coding
ENSMUSG00000054594,7,3612812,3619156,-1,1796,47.39,protein_coding
ENSMUSG00000064225,9,95441710,95450076,1,8367,46.89,protein_coding
ENSMUSG00000014444,8,123208437,123278068,-1,8219,53.71,protein_coding
ENSMUSG00000014444,8,123208437,123278068,-1,8216,53.71,protein_coding
ENSMUSG00000038691,9,18389655,18396594,1,823,40.43,protein_coding
ENSMUSG00000038691,9,18389655,18396594,1,850,40.43,protein_coding
ENSMUSG00000038691,9,18389655,18396594,1,708,40.43,protein_coding
ENSMUSG00000027287,2,120398152,120431736,1,2723,40.89,protein_coding
ENSMUSG00000027287,2,120398152,120431736,1,2658,40.89,protein_coding
ENSMUSG00000027287,2,120398152,120431736,1,2730,40.89,protein_coding
ENSMUSG00000027287,2,120398152,120431736,1,481,40.89,protein_coding
ENSMUSG00000027287,2,120398152,120431736,1,751,40.89,protein_coding
ENSMUSG00000020411,11,46038982,46057335,-1,3444,47.03,protein_coding
ENSMUSG00000004654,6,55353280,55365515,1,1550,50.52,protein_coding
ENSMUSG00000004654,6,55353280,55365515,1,1328,50.52,protein_coding
ENSMUSG00000024240,18,6435951,6516108,-1,3817,42.17,protein_coding
ENSMUSG00000024240,18,6435951,6516108,-1,3965,42.17,protein_coding
ENSMUSG00000024240,18,6435951,6516108,-1,565,42.17,protein_coding
ENSMUSG00000019303,11,100982649,100986262,-1,1291,48.92,protein_coding
ENSMUSG00000032612,9,108225052,108269744,1,3662,46.11,protein_coding
ENSMUSG00000032612,9,108225052,108269744,1,3436,46.11,protein_coding
ENSMUSG00000032612,9,108225052,108269744,1,1804,46.11,protein_coding
ENSMUSG00000032612,9,108225052,108269744,1,725,46.11,protein_coding
ENSMUSG00000039994,10,128067934,128088810,1,4457,50.70,protein_coding
ENSMUSG00000039994,10,128067934,128088810,1,4341,50.70,protein_coding
ENSMUSG00000039994,10,128067934,128088810,1,1746,50.70,protein_coding
ENSMUSG00000039994,10,128067934,128088810,1,807,50.70,protein_coding
ENSMUSG00000039994,10,128067934,128088810,1,4385,50.70,protein_coding
ENSMUSG00000039994,10,128067934,128088810,1,4402,50.70,protein_coding
ENSMUSG00000012123,4,133788126,133819815,1,5578,51.73,protein_coding
ENSMUSG00000012123,4,133788126,133819815,1,339,51.73,protein_coding
ENSMUSG00000012123,4,133788126,133819815,1,4761,51.73,protein_coding
ENSMUSG00000012123,4,133788126,133819815,1,880,51.73,protein_coding
ENSMUSG00000038502,7,44512491,44519212,-1,1883,60.25,protein_coding
ENSMUSG00000038502,7,44512491,44519212,-1,395,60.25,protein_coding
ENSMUSG00000038502,7,44512491,44519212,-1,219,60.25,protein_coding
ENSMUSG00000038502,7,44512491,44519212,-1,410,60.25,protein_coding
ENSMUSG00000038502,7,44512491,44519212,-1,817,60.25,protein_coding
ENSMUSG00000090961,5,108939709,108956716,-1,8814,36.70,protein_coding
ENSMUSG00000090961,5,108939709,108956716,-1,7930,36.70,protein_coding
ENSMUSG00000090961,5,108939709,108956716,-1,8751,36.70,protein_coding
ENSMUSG00000090961,5,108939709,108956716,-1,7993,36.70,protein_coding
ENSMUSG00000030016,6,83844091,83966532,1,604,38.76,protein_coding
ENSMUSG00000030016,6,83844091,83966532,1,9033,38.76,protein_coding
ENSMUSG00000030016,6,83844091,83966532,1,2806,38.76,protein_coding
ENSMUSG00000030016,6,83844091,83966532,1,2991,38.76,protein_coding
ENSMUSG00000030016,6,83844091,83966532,1,4356,38.76,protein_coding
ENSMUSG00000030016,6,83844091,83966532,1,6199,38.76,protein_coding
ENSMUSG00000030016,6,83844091,83966532,1,3822,38.76,protein_coding
ENSMUSG00000030016,6,83844091,83966532,1,3968,38.76,protein_coding
ENSMUSG00000030016,6,83844091,83966532,1,798,38.76,protein_coding
ENSMUSG00000030016,6,83844091,83966532,1,4366,38.76,protein_coding
ENSMUSG00000053929,15,76527595,76544317,-1,3959,53.80,protein_coding
ENSMUSG00000053929,15,76527595,76544317,-1,1854,53.80,protein_coding
ENSMUSG00000053929,15,76527595,76544317,-1,1513,53.80,protein_coding
ENSMUSG00000053929,15,76527595,76544317,-1,1271,53.80,protein_coding
ENSMUSG00000053929,15,76527595,76544317,-1,1168,53.80,protein_coding
ENSMUSG00000053929,15,76527595,76544317,-1,1110,53.80,protein_coding
ENSMUSG00000094237,13,120289497,120291752,-1,885,49.73,protein_coding
ENSMUSG00000094237,13,120289497,120291752,-1,590,49.73,protein_coding
ENSMUSG00000042371,11,61563607,61611652,-1,1927,53.36,protein_coding
ENSMUSG00000042371,11,61563607,61611652,-1,2261,53.36,protein_coding
ENSMUSG00000042371,11,61563607,61611652,-1,2049,53.36,protein_coding
ENSMUSG00000095514,13,120297542,120308106,1,704,45.00,protein_coding
ENSMUSG00000095514,13,120297542,120308106,1,417,45.00,protein_coding
ENSMUSG00000025064,19,47634783,47680533,-1,5588,51.36,protein_coding
ENSMUSG00000025064,19,47634783,47680533,-1,5477,51.36,protein_coding
ENSMUSG00000029101,5,35106789,35196988,1,5472,49.81,protein_coding
ENSMUSG00000029101,5,35106789,35196988,1,4713,49.81,protein_coding
ENSMUSG00000029101,5,35106789,35196988,1,838,49.81,protein_coding
ENSMUSG00000029101,5,35106789,35196988,1,3624,49.81,protein_coding
ENSMUSG00000029101,5,35106789,35196988,1,2924,49.81,protein_coding
ENSMUSG00000029101,5,35106789,35196988,1,3439,49.81,protein_coding
ENSMUSG00000029101,5,35106789,35196988,1,2777,49.81,protein_coding
ENSMUSG00000029101,5,35106789,35196988,1,2628,49.81,protein_coding
ENSMUSG00000029101,5,35106789,35196988,1,365,49.81,protein_coding
ENSMUSG00000029101,5,35106789,35196988,1,554,49.81,protein_coding
ENSMUSG00000029101,5,35106789,35196988,1,706,49.81,protein_coding
ENSMUSG00000029101,5,35106789,35196988,1,671,49.81,protein_coding
ENSMUSG00000042082,13,93908138,94079524,1,4038,44.12,protein_coding
ENSMUSG00000000682,4,133809759,133822393,-1,514,49.53,protein_coding
ENSMUSG00000004187,15,76544058,76552396,1,3009,54.43,protein_coding
ENSMUSG00000004187,15,76544058,76552396,1,3218,54.43,protein_coding
ENSMUSG00000045328,3,134918298,134979372,1,7910,41.66,protein_coding
ENSMUSG00000045328,3,134918298,134979372,1,582,41.66,protein_coding
ENSMUSG00000096284,13,120354924,120356321,-1,875,44.99,protein_coding
ENSMUSG00000096284,13,120354924,120356321,-1,1280,44.99,protein_coding
ENSMUSG00000034171,4,115824342,115875123,-1,3827,49.81,protein_coding
ENSMUSG00000096175,13,120373631,120390808,-1,1374,42.30,protein_coding
ENSMUSG00000096175,13,120373631,120390808,-1,516,42.30,protein_coding
ENSMUSG00000078537,13,120410893,120412342,-1,925,46.62,protein_coding
ENSMUSG00000078537,13,120410893,120412342,-1,522,46.62,protein_coding
ENSMUSG00000085925,12,109555627,109566764,-1,6358,49.11,protein_coding
ENSMUSG00000035674,7,3620372,3623326,1,515,48.19,protein_coding
ENSMUSG00000035674,7,3620372,3623326,1,351,48.19,protein_coding
ENSMUSG00000095029,13,120487975,120488547,-1,573,56.89,protein_coding
ENSMUSG00000045312,13,94194304,94331917,1,4348,46.60,protein_coding
ENSMUSG00000045312,13,94194304,94331917,1,768,46.60,protein_coding
ENSMUSG00000045312,13,94194304,94331917,1,362,46.60,protein_coding
ENSMUSG00000045312,13,94194304,94331917,1,771,46.60,protein_coding
ENSMUSG00000045312,13,94194304,94331917,1,488,46.60,protein_coding
ENSMUSG00000045312,13,94194304,94331917,1,3611,46.60,protein_coding
ENSMUSG00000045312,13,94194304,94331917,1,4209,46.60,protein_coding
ENSMUSG00000039540,18,6603629,6638970,1,491,40.30,protein_coding
ENSMUSG00000039540,18,6603629,6638970,1,1484,40.30,protein_coding
ENSMUSG00000039540,18,6603629,6638970,1,1329,40.30,protein_coding
ENSMUSG00000005846,16,11010834,11021195,-1,1945,43.76,protein_coding
ENSMUSG00000005846,16,11010834,11021195,-1,715,43.76,protein_coding
ENSMUSG00000017132,11,118022845,118139418,-1,3135,48.64,protein_coding
ENSMUSG00000017132,11,118022845,118139418,-1,1592,48.64,protein_coding
ENSMUSG00000017132,11,118022845,118139418,-1,363,48.64,protein_coding
ENSMUSG00000017132,11,118022845,118139418,-1,3119,48.64,protein_coding
ENSMUSG00000017132,11,118022845,118139418,-1,3179,48.64,protein_coding
ENSMUSG00000095609,13,120496141,120513730,-1,1669,44.20,protein_coding
ENSMUSG00000095609,13,120496141,120513730,-1,573,44.20,protein_coding
ENSMUSG00000030815,7,127172512,127182479,1,1570,48.61,protein_coding
ENSMUSG00000030815,7,127172512,127182479,1,1840,48.61,protein_coding
ENSMUSG00000042064,2,69869470,70259542,1,1319,44.05,protein_coding
ENSMUSG00000042064,2,69869470,70259542,1,6213,44.05,protein_coding
ENSMUSG00000042064,2,69869470,70259542,1,6256,44.05,protein_coding
ENSMUSG00000096323,13,120601782,120616871,1,1427,42.24,protein_coding
ENSMUSG00000096323,13,120601782,120616871,1,510,42.24,protein_coding
ENSMUSG00000073639,18,6733905,6794429,1,6515,40.00,protein_coding
ENSMUSG00000073639,18,6733905,6794429,1,729,40.00,protein_coding
ENSMUSG00000073639,18,6733905,6794429,1,1184,40.00,protein_coding
ENSMUSG00000095653,13,120633969,120635424,1,894,44.44,protein_coding
ENSMUSG00000095653,13,120633969,120635424,1,513,44.44,protein_coding
ENSMUSG00000094027,13,120676129,120677483,-1,830,44.94,protein_coding
ENSMUSG00000094027,13,120676129,120677483,-1,456,44.94,protein_coding
ENSMUSG00000063846,13,120700647,120702903,1,886,49.49,protein_coding
ENSMUSG00000063846,13,120700647,120702903,1,489,49.49,protein_coding
ENSMUSG00000095071,13,120724650,120726053,1,881,44.87,protein_coding
ENSMUSG00000095071,13,120724650,120726053,1,1174,44.87,protein_coding
ENSMUSG00000094796,13,120761928,120770315,1,1595,41.40,protein_coding
ENSMUSG00000094796,13,120761928,120770315,1,504,41.40,protein_coding
ENSMUSG00000036054,8,70686876,70732565,1,3874,49.53,protein_coding
ENSMUSG00000036054,8,70686876,70732565,1,525,49.53,protein_coding
ENSMUSG00000036054,8,70686876,70732565,1,685,49.53,protein_coding
ENSMUSG00000036054,8,70686876,70732565,1,4440,49.53,protein_coding
ENSMUSG00000036054,8,70686876,70732565,1,4099,49.53,protein_coding
ENSMUSG00000057554,13,12454296,12479825,-1,2843,46.10,protein_coding
ENSMUSG00000057554,13,12454296,12479825,-1,2457,46.10,protein_coding
ENSMUSG00000057554,13,12454296,12479825,-1,2416,46.10,protein_coding
ENSMUSG00000057554,13,12454296,12479825,-1,2736,46.10,protein_coding
ENSMUSG00000057554,13,12454296,12479825,-1,1148,46.10,protein_coding
ENSMUSG00000057554,13,12454296,12479825,-1,2792,46.10,protein_coding
ENSMUSG00000009733,15,100395893,100449889,-1,521,45.12,protein_coding
ENSMUSG00000009733,15,100395893,100449889,-1,3302,45.12,protein_coding
ENSMUSG00000009733,15,100395893,100449889,-1,3220,45.12,protein_coding
ENSMUSG00000009733,15,100395893,100449889,-1,1903,45.12,protein_coding
ENSMUSG00000009733,15,100395893,100449889,-1,485,45.12,protein_coding
ENSMUSG00000009733,15,100395893,100449889,-1,371,45.12,protein_coding
ENSMUSG00000039410,4,154400582,154721330,-1,8598,51.48,protein_coding
ENSMUSG00000039410,4,154400582,154721330,-1,8595,51.48,protein_coding
ENSMUSG00000039410,4,154400582,154721330,-1,8429,51.48,protein_coding
ENSMUSG00000039410,4,154400582,154721330,-1,8426,51.48,protein_coding
ENSMUSG00000039410,4,154400582,154721330,-1,8601,51.48,protein_coding
ENSMUSG00000039410,4,154400582,154721330,-1,8544,51.48,protein_coding
ENSMUSG00000039410,4,154400582,154721330,-1,757,51.48,protein_coding
ENSMUSG00000022510,16,25502513,25710852,1,1782,39.57,protein_coding
ENSMUSG00000022510,16,25502513,25710852,1,5366,39.57,protein_coding
ENSMUSG00000022510,16,25502513,25710852,1,2634,39.57,protein_coding
ENSMUSG00000022510,16,25502513,25710852,1,1729,39.57,protein_coding
ENSMUSG00000022510,16,25502513,25710852,1,4703,39.57,protein_coding
ENSMUSG00000022510,16,25502513,25710852,1,4691,39.57,protein_coding
ENSMUSG00000022510,16,25502513,25710852,1,2380,39.57,protein_coding
ENSMUSG00000022510,16,25502513,25710852,1,5257,39.57,protein_coding
ENSMUSG00000026405,1,130562510,130589369,-1,3045,40.06,protein_coding
ENSMUSG00000026405,1,130562510,130589369,-1,597,40.06,protein_coding
ENSMUSG00000026405,1,130562510,130589369,-1,965,40.06,protein_coding
ENSMUSG00000036632,3,54642960,54658739,1,1471,46.31,protein_coding
ENSMUSG00000061013,18,6934518,7004780,-1,3650,42.01,protein_coding
ENSMUSG00000061013,18,6934518,7004780,-1,722,42.01,protein_coding
ENSMUSG00000037469,7,28306701,28330757,-1,2207,48.55,protein_coding
ENSMUSG00000037469,7,28306701,28330757,-1,1978,48.55,protein_coding
ENSMUSG00000037469,7,28306701,28330757,-1,764,48.55,protein_coding
ENSMUSG00000037469,7,28306701,28330757,-1,344,48.55,protein_coding
ENSMUSG00000037469,7,28306701,28330757,-1,454,48.55,protein_coding
ENSMUSG00000037469,7,28306701,28330757,-1,1923,48.55,protein_coding
ENSMUSG00000061802,18,7088209,7297936,-1,3508,39.92,protein_coding
ENSMUSG00000061802,18,7088209,7297936,-1,412,39.92,protein_coding
ENSMUSG00000061802,18,7088209,7297936,-1,582,39.92,protein_coding
ENSMUSG00000061802,18,7088209,7297936,-1,3477,39.92,protein_coding
ENSMUSG00000026621,1,184518964,184543510,-1,2039,47.05,protein_coding
ENSMUSG00000026621,1,184518964,184543510,-1,1239,47.05,protein_coding
ENSMUSG00000026621,1,184518964,184543510,-1,2152,47.05,protein_coding
ENSMUSG00000027796,3,54663003,54708678,1,5368,45.59,protein_coding
ENSMUSG00000031549,8,25021908,25066349,-1,2452,45.72,protein_coding
ENSMUSG00000015354,9,95519654,95580149,1,4438,44.38,protein_coding
ENSMUSG00000036615,3,54710536,54715212,-1,2162,45.69,protein_coding
ENSMUSG00000094724,17,7238033,7278698,1,905,46.40,protein_coding
ENSMUSG00000094724,17,7238033,7278698,1,1783,46.40,protein_coding
ENSMUSG00000094724,17,7238033,7278698,1,2448,46.40,protein_coding
ENSMUSG00000094724,17,7238033,7278698,1,631,46.40,protein_coding
ENSMUSG00000033285,3,100045496,100069723,-1,3432,42.31,protein_coding
ENSMUSG00000109564,9,18406751,18585826,-1,7700,39.26,protein_coding
ENSMUSG00000109564,9,18406751,18585826,-1,25437,39.26,protein_coding
ENSMUSG00000109564,9,18406751,18585826,-1,1099,39.26,protein_coding
ENSMUSG00000109564,9,18406751,18585826,-1,1035,39.26,protein_coding
ENSMUSG00000027286,2,120434719,120440001,-1,1848,42.10,protein_coding
ENSMUSG00000027286,2,120434719,120440001,-1,1962,42.10,protein_coding
ENSMUSG00000027286,2,120434719,120440001,-1,1901,42.10,protein_coding
ENSMUSG00000027286,2,120434719,120440001,-1,1961,42.10,protein_coding
ENSMUSG00000027286,2,120434719,120440001,-1,640,42.10,protein_coding
ENSMUSG00000027286,2,120434719,120440001,-1,913,42.10,protein_coding
ENSMUSG00000006585,8,123294754,123300293,1,2189,55.42,protein_coding
ENSMUSG00000073730,1,23139554,23141334,-1,1781,48.46,protein_coding
ENSMUSG00000032611,9,108270004,108288133,1,658,45.86,protein_coding
ENSMUSG00000032611,9,108270004,108288133,1,1101,45.86,protein_coding
ENSMUSG00000025066,19,47720121,47724027,1,1657,43.10,protein_coding
ENSMUSG00000026255,1,87192085,87238561,1,1854,48.37,protein_coding
ENSMUSG00000054141,9,18662803,18675292,-1,4327,36.96,protein_coding
ENSMUSG00000054141,9,18662803,18675292,-1,1157,36.96,protein_coding
ENSMUSG00000057440,18,7347959,7626866,-1,4981,40.61,protein_coding
ENSMUSG00000057440,18,7347959,7626866,-1,1784,40.61,protein_coding
ENSMUSG00000057440,18,7347959,7626866,-1,3786,40.61,protein_coding
ENSMUSG00000057440,18,7347959,7626866,-1,1258,40.61,protein_coding
ENSMUSG00000057440,18,7347959,7626866,-1,480,40.61,protein_coding
ENSMUSG00000036986,9,58125359,58157069,-1,4481,47.67,protein_coding
ENSMUSG00000036986,9,58125359,58157069,-1,4343,47.67,protein_coding
ENSMUSG00000036986,9,58125359,58157069,-1,4413,47.67,protein_coding
ENSMUSG00000036986,9,58125359,58157069,-1,4206,47.67,protein_coding
ENSMUSG00000036986,9,58125359,58157069,-1,427,47.67,protein_coding
ENSMUSG00000036986,9,58125359,58157069,-1,2652,47.67,protein_coding
ENSMUSG00000036986,9,58125359,58157069,-1,452,47.67,protein_coding
ENSMUSG00000094083,17,7292967,7354996,1,756,46.13,protein_coding
ENSMUSG00000044948,19,47725296,47907726,-1,5968,45.79,protein_coding
ENSMUSG00000044948,19,47725296,47907726,-1,1940,45.79,protein_coding
ENSMUSG00000047507,17,25461633,25475338,-1,4645,57.19,protein_coding
ENSMUSG00000047507,17,25461633,25475338,-1,3862,57.19,protein_coding
ENSMUSG00000047507,17,25461633,25475338,-1,499,57.19,protein_coding
ENSMUSG00000047507,17,25461633,25475338,-1,3758,57.19,protein_coding
ENSMUSG00000047507,17,25461633,25475338,-1,3630,57.19,protein_coding
ENSMUSG00000021687,13,94337818,94422365,-1,4259,44.13,protein_coding
ENSMUSG00000021687,13,94337818,94422365,-1,1877,44.13,protein_coding
ENSMUSG00000021687,13,94337818,94422365,-1,1255,44.13,protein_coding
ENSMUSG00000021687,13,94337818,94422365,-1,621,44.13,protein_coding
ENSMUSG00000031551,8,25074152,25087025,-1,1656,43.76,protein_coding
ENSMUSG00000031551,8,25074152,25087025,-1,1560,43.76,protein_coding
ENSMUSG00000026158,1,23405505,23436853,-1,4844,42.44,protein_coding
ENSMUSG00000026158,1,23405505,23436853,-1,808,42.44,protein_coding
ENSMUSG00000007279,7,109397883,109464886,-1,3571,46.18,protein_coding
ENSMUSG00000007279,7,109397883,109464886,-1,3563,46.18,protein_coding
ENSMUSG00000007279,7,109397883,109464886,-1,2890,46.18,protein_coding
ENSMUSG00000033837,15,76552425,76554148,-1,1365,58.93,protein_coding
ENSMUSG00000079521,X,77169073,77174009,1,775,32.37,protein_coding
ENSMUSG00000042377,11,61574917,61600777,1,4778,54.08,protein_coding
ENSMUSG00000033819,15,76555815,76579119,1,2692,49.63,protein_coding
ENSMUSG00000033819,15,76555815,76579119,1,2827,49.63,protein_coding
ENSMUSG00000028167,3,134986982,135010187,1,1172,45.65,protein_coding
ENSMUSG00000028167,3,134986982,135010187,1,1059,45.65,protein_coding
ENSMUSG00000026156,1,23800834,23888239,1,1488,43.16,protein_coding
ENSMUSG00000026156,1,23800834,23888239,1,5655,43.16,protein_coding
ENSMUSG00000026156,1,23800834,23888239,1,1737,43.16,protein_coding
ENSMUSG00000067679,X,77230383,77235898,1,797,32.96,protein_coding
ENSMUSG00000005534,8,3172061,3329617,-1,9355,43.10,protein_coding
ENSMUSG00000005534,8,3172061,3329617,-1,672,43.10,protein_coding
ENSMUSG00000017802,11,100987148,101010719,-1,3165,45.08,protein_coding
ENSMUSG00000017802,11,100987148,101010719,-1,3179,45.08,protein_coding
